3.098999999999999773e+02,1.428000000000000114e+02,1.112000000000000028e+02,1.678000000000000114e+02,2.210000000000000142e+01,9.139000000000000909e+02,6.512000000000000455e+02,2.800000000000000000e+01
2.181999999999999886e+02,5.460000000000000853e+01,1.237999999999999972e+02,1.408000000000000114e+02,1.190000000000000036e+01,1.075700000000000045e+03,7.927000000000000455e+02,1.000000000000000000e+02
2.523000000000000114e+02,0.000000000000000000e+00,9.879999999999999716e+01,1.463000000000000114e+02,1.419999999999999929e+01,9.877999999999999545e+02,8.890000000000000000e+02,1.000000000000000000e+02
4.389999999999999432e+02,1.770000000000000000e+02,0.000000000000000000e+00,1.860000000000000000e+02,1.109999999999999964e+01,8.848999999999998636e+02,7.078999999999999773e+02,9.100000000000000000e+01
1.480999999999999943e+02,0.000000000000000000e+00,1.365999999999999943e+02,1.580999999999999943e+02,1.610000000000000142e+01,1.001799999999999955e+03,8.301000000000001364e+02,2.800000000000000000e+01
1.650000000000000000e+02,1.285000000000000000e+02,1.320999999999999943e+02,1.750999999999999943e+02,8.099999999999999645e+00,1.005799999999999955e+03,7.466000000000000227e+02,1.000000000000000000e+02
2.514000000000000341e+02,0.000000000000000000e+00,1.182999999999999972e+02,1.929000000000000057e+02,5.799999999999999822e+00,1.043599999999999909e+03,7.542999999999999545e+02,1.000000000000000000e+02
1.395999999999999943e+02,2.094000000000000057e+02,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,1.047000000000000000e+03,8.068999999999999773e+02,1.800000000000000000e+02
2.149000000000000057e+02,5.380000000000000426e+01,1.219000000000000057e+02,1.555999999999999943e+02,9.599999999999999645e+00,1.014299999999999841e+03,7.806000000000000227e+02,1.000000000000000000e+02
2.490999999999999943e+02,0.000000000000000000e+00,9.879999999999999716e+01,1.580999999999999943e+02,1.280000000000000071e+01,9.877999999999999545e+02,8.890000000000000000e+02,1.000000000000000000e+02
1.395999999999999943e+02,2.094000000000000057e+02,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,1.047000000000000000e+03,8.068999999999999773e+02,3.600000000000000000e+02
1.985999999999999943e+02,1.324000000000000057e+02,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,9.784000000000000909e+02,8.255000000000000000e+02,2.800000000000000000e+01
2.771999999999999886e+02,9.779999999999999716e+01,2.450000000000000000e+01,1.606999999999999886e+02,1.119999999999999929e+01,1.061700000000000045e+03,7.825000000000000000e+02,1.000000000000000000e+02
3.850000000000000568e+02,0.000000000000000000e+00,1.360000000000000000e+02,1.580000000000000000e+02,2.000000000000000000e+01,9.030000000000000000e+02,7.680000000000000000e+02,2.800000000000000000e+01
3.800000000000000568e+02,9.500000000000000000e+01,0.000000000000000000e+00,2.280000000000000000e+02,0.000000000000000000e+00,9.320000000000000000e+02,5.940000000000000000e+02,1.800000000000000000e+02
2.135000000000000000e+02,0.000000000000000000e+00,1.741999999999999886e+02,1.545999999999999943e+02,1.169999999999999929e+01,1.052299999999999955e+03,7.755000000000000000e+02,1.000000000000000000e+02
3.590000000000000568e+02,1.900000000000000000e+01,1.410000000000000000e+02,1.540000000000000000e+02,1.090000000000000036e+01,9.420000000000000000e+02,8.010000000000000000e+02,5.600000000000000000e+01
1.395999999999999943e+02,2.094000000000000057e+02,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,1.047000000000000000e+03,8.068999999999999773e+02,9.000000000000000000e+01
1.985999999999999943e+02,1.324000000000000057e+02,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,9.784000000000000909e+02,8.255000000000000000e+02,3.600000000000000000e+02
4.690000000000000000e+02,1.172000000000000028e+02,0.000000000000000000e+00,1.378000000000000114e+02,3.220000000000000284e+01,8.521000000000000227e+02,8.405000000000000000e+02,9.100000000000000000e+01
3.100000000000000000e+02,1.430000000000000000e+02,1.110000000000000142e+02,1.680000000000000000e+02,2.200000000000000000e+01,9.140000000000000000e+02,6.510000000000000000e+02,2.800000000000000000e+01
1.738000000000000114e+02,9.340000000000000568e+01,1.599000000000000057e+02,1.723000000000000114e+02,9.699999999999999289e+00,1.007200000000000045e+03,7.466000000000000227e+02,1.000000000000000000e+02
2.375000000000000000e+02,2.375000000000000000e+02,0.000000000000000000e+00,2.280000000000000000e+02,0.000000000000000000e+00,9.320000000000000000e+02,5.940000000000000000e+02,1.800000000000000000e+02
2.550000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,8.897999999999999545e+02,9.450000000000000000e+02,9.000000000000000000e+01
2.863000000000000114e+02,2.009000000000000057e+02,0.000000000000000000e+00,1.446999999999999886e+02,1.119999999999999929e+01,1.004600000000000023e+03,8.037000000000001592e+02,9.100000000000000000e+01
1.620000000000000000e+02,1.900000000000000000e+02,1.480000000000000000e+02,1.790000000000000000e+02,1.900000000000000000e+01,8.380000000000000000e+02,7.410000000000000000e+02,2.800000000000000000e+01
3.550000000000000000e+02,1.900000000000000000e+01,9.700000000000000000e+01,1.450000000000000000e+02,1.309999999999999964e+01,9.670000000000000000e+02,8.709999999999998863e+02,2.800000000000000000e+01
3.140000000000000000e+02,1.453000000000000114e+02,1.132000000000000028e+02,1.789000000000000057e+02,8.000000000000000000e+00,8.691000000000000227e+02,6.902000000000000455e+02,2.800000000000000000e+01
3.188000000000000114e+02,2.125000000000000284e+02,0.000000000000000000e+00,1.556999999999999886e+02,1.430000000000000071e+01,8.521000000000000227e+02,8.803999999999998636e+02,5.600000000000000000e+01
1.985999999999999943e+02,1.324000000000000057e+02,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,9.784000000000000909e+02,8.255000000000000000e+02,1.800000000000000000e+02
3.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.030000000000000000e+02,0.000000000000000000e+00,9.740000000000001137e+02,7.750000000000000000e+02,1.800000000000000000e+02
2.499999999999999716e+02,1.800000000000000284e+02,9.500000000000000000e+01,1.590000000000000000e+02,9.500000000000000000e+00,8.600000000000000000e+02,8.000000000000000000e+02,2.800000000000000000e+01
3.899000000000000341e+02,1.889999999999999716e+02,0.000000000000000000e+00,1.459000000000000057e+02,2.200000000000000000e+01,9.447000000000000455e+02,7.557999999999999545e+02,9.100000000000000000e+01
2.499999999999999716e+02,0.000000000000000000e+00,9.570000000000000284e+01,1.918000000000000114e+02,5.299999999999999822e+00,9.488999999999999773e+02,8.572000000000000455e+02,5.600000000000000000e+01
1.670000000000000000e+02,1.870000000000000000e+02,1.950000000000000000e+02,1.850000000000000000e+02,7.000000000000000000e+00,8.979999999999998863e+02,6.360000000000000000e+02,2.800000000000000000e+01
1.518000000000000114e+02,1.780999999999999943e+02,1.386999999999999886e+02,1.675000000000000000e+02,1.830000000000000071e+01,9.440000000000000000e+02,6.946000000000000227e+02,2.800000000000000000e+01
4.999999999999999432e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+02,0.000000000000000000e+00,1.125000000000000000e+03,6.130000000000000000e+02,2.700000000000000000e+02
4.250000000000000568e+02,1.062999999999999972e+02,0.000000000000000000e+00,1.514000000000000057e+02,1.860000000000000142e+01,9.360000000000000000e+02,8.037000000000001592e+02,9.100000000000000000e+01
3.133000000000000114e+02,2.621999999999999886e+02,0.000000000000000000e+00,1.755000000000000000e+02,8.599999999999999645e+00,1.046900000000000091e+03,6.117999999999999545e+02,9.100000000000000000e+01
3.886000000000000796e+02,9.709999999999998010e+01,0.000000000000000000e+00,1.579000000000000057e+02,1.209999999999999964e+01,8.521000000000000227e+02,9.257000000000001592e+02,5.600000000000000000e+01
3.899000000000000341e+02,1.889999999999999716e+02,0.000000000000000000e+00,1.459000000000000057e+02,2.200000000000000000e+01,9.447000000000000455e+02,7.557999999999999545e+02,5.600000000000000000e+01
1.360000000000000000e+02,1.960000000000000000e+02,9.800000000000000000e+01,1.990000000000000000e+02,5.999999999999999112e+00,8.470000000000001137e+02,7.830000000000000000e+02,2.800000000000000000e+01
2.540000000000000284e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.980000000000000000e+02,0.000000000000000000e+00,9.680000000000000000e+02,8.630000000000000000e+02,3.649999999999999432e+02
3.590000000000000568e+02,1.900000000000000000e+01,1.410000000000000000e+02,1.540000000000000000e+02,1.090000000000000036e+01,9.420000000000000000e+02,8.010000000000000000e+02,2.800000000000000000e+01
3.970000000000000000e+02,1.719999999999999929e+01,1.580000000000000000e+02,1.670000000000000000e+02,2.079999999999999716e+01,9.670000000000000000e+02,6.330000000000000000e+02,2.800000000000000000e+01
1.440000000000000000e+02,1.500000000000000000e+01,1.950000000000000000e+02,1.760000000000000000e+02,5.999999999999999112e+00,1.021000000000000114e+03,7.090000000000000000e+02,2.800000000000000000e+01
1.620000000000000000e+02,1.900999999999999943e+02,1.480999999999999943e+02,1.788000000000000114e+02,1.880000000000000071e+01,8.381000000000000227e+02,7.413999999999999773e+02,2.800000000000000000e+01
3.237000000000000455e+02,2.828000000000000114e+02,0.000000000000000000e+00,1.838000000000000114e+02,1.030000000000000071e+01,9.427000000000000455e+02,6.598999999999999773e+02,5.600000000000000000e+01
2.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.930000000000000000e+02,0.000000000000000000e+00,9.680000000000000000e+02,8.850000000000000000e+02,1.800000000000000000e+02
