1.265088145697493172e+00,-1.048540176133010204e+00
-1.357070949045575681e+00,1.017576528004210612e+00
2.000000000000000888e+00,-2.000000000000000000e+00
2.746231160550545169e-01,-4.835557333541258274e-01
1.048848444825519532e+00,-1.547294198271375487e+00
2.977259741688857986e-01,-7.178227774735790323e-01
1.361021805123619810e+00,-1.191261571940183561e+00
8.519598720159078376e-01,5.641028605164390974e-01
-2.000000000000000000e+00,-1.657732767629482851e-01
5.381888905089353692e-01,1.239148345715755717e+00
1.872024059308567967e+00,8.563228947270231650e-01
-1.021362526598845077e+00,1.629306045780489764e+00
1.432743352515153390e-02,1.854747056150243267e-01
-1.536616824815090876e+00,1.835669847461804505e+00
1.697346715015889629e+00,3.143819778322254344e-01
-6.986838589029031876e-01,-1.660443203688976688e+00
-1.724305904009654666e+00,2.000000000000000000e+00
-1.747398139055909017e-01,-9.720923293812280264e-01
-4.037700986352303900e-01,1.450609962546162368e+00
-7.797058237182852292e-01,-1.063449817174331180e-01
-1.999999999451329558e+00,-1.383562801572732148e+00
1.999999999621389080e+00,1.999999999584570975e+00
-1.999999999769539238e+00,-7.999156786673824460e-01
-2.411956411598874528e-01,7.707463356254504738e-01
1.706645844568317472e-01,1.880594150026258404e+00
1.999999999914636284e+00,-4.906111838568554262e-01
9.751385803510173034e-01,-5.790274296396882292e-01
1.999999998906676346e+00,-9.802324570345577470e-02
-4.248426110319813986e-02,-1.999999956986274974e+00
1.021362612696115058e+00,3.565196896237967650e-01
9.927075294839760033e-01,1.999999988471769186e+00
-3.128016752561357805e-03,1.422397040992951389e+00
-2.262378818664672053e-01,4.619233381497651614e-01
-1.120244439715557982e+00,-5.844388882002680141e-01
1.114311058770975471e+00,-1.999999999461762101e+00
2.659867221429168538e-02,-1.453173746118499698e+00
7.250399533065521318e-01,-7.147274743064513380e-02
1.789948466363408208e+00,1.999999942165652911e+00
-1.787740248488068007e+00,2.447569897970627295e-01
1.013618813274433705e+00,1.999997697027883881e+00
-1.778142089010462223e+00,-6.093358602347200836e-01
1.788482396860044954e+00,-1.607255549650833171e+00
1.653894820940297272e+00,-1.999999997017062103e+00
1.250985916820734900e-02,1.999996454745424312e+00
-1.034403313397697977e+00,1.013102182264466578e+00
1.855624072218180931e+00,1.430348024989109845e+00
8.654007736545121787e-03,-4.003788031692434579e-01
1.036828922611352510e+00,1.049602802996151496e+00
-1.033419673566825736e+00,-9.173336202506114923e-01
1.815100795577830439e+00,-5.667198650150346850e-01
1.038931329096052902e+00,5.567385841004233171e-01
-1.439600584546169015e+00,5.181742742548456349e-02
1.395359630301061138e+00,1.600554932537989750e+00
1.032670908800580101e+00,-4.491732553817817664e-01
-1.797994368618467398e+00,-1.999999989440543802e+00
1.999999997263737228e+00,1.142114764849638586e+00
-7.350344189970008379e-01,3.801159792204433785e-01
1.038541661989464959e+00,5.259271829326856995e-01
-1.959402191287207273e-04,1.414673173699606767e+00
1.999994221862086974e+00,8.739738511928329956e-03
-1.999999995787406393e+00,1.727128524434159651e+00
6.026921012798460708e-01,-1.999998876732880904e+00
1.435327533944276368e+00,2.446999584017865992e-01
-1.157690124710456958e+00,1.999999999988372856e+00
5.479526048846117270e-01,-1.267975965435788499e+00
-1.772411999855354470e+00,1.982167631511759787e-01
-1.013665744649150824e+00,5.811649256370898797e-04
-1.058063651241966108e+00,-1.999998798281291901e+00
1.999999848040625139e+00,-1.777346136358075812e+00
1.035956439109547489e+00,1.999999901086238818e+00
-1.999999998089341924e+00,1.999999937729289634e+00
-7.172429476277195626e-01,8.620184487738828949e-01
-5.897546974054597158e-01,-1.309559180146729673e+00
-1.646016730071373280e+00,-1.762787235522834450e+00
3.215146657347567327e-01,7.359342291533068625e-01
1.571514321417259996e+00,1.204983573768739546e+00
-1.474793328343912746e+00,-1.314286333397961082e+00
-5.496783578494777167e-01,-1.899321489404178553e+00
-1.048604005087302893e+00,-8.762831976192557715e-01
-1.165006439910934333e+00,-1.779694213321411089e+00
-1.770155514257981455e+00,1.999998764668061035e+00
