2.550000000000000000e+02 9.899999999999998579e+01 7.700000000000000000e+01 1.890000000000000000e+02 5.999999999999999112e+00 9.190000000000000000e+02 7.490000000000000000e+02 2.800000000000000000e+01
2.600000000000000000e+02 1.009999999999999858e+02 7.800000000000000000e+01 1.710000000000000000e+02 1.000000000000000000e+01 9.360000000000000000e+02 7.630000000000000000e+02 2.800000000000000000e+01
3.140000000000000000e+02 1.450000000000000000e+02 1.130000000000000142e+02 1.790000000000000000e+02 8.000000000000000000e+00 8.690000000000000000e+02 6.900000000000000000e+02 2.800000000000000000e+01
3.140000000000000000e+02 1.453000000000000114e+02 1.132000000000000028e+02 1.789000000000000057e+02 8.000000000000000000e+00 8.691000000000000227e+02 6.902000000000000455e+02 2.800000000000000000e+01
4.389999999999999432e+02 1.770000000000000000e+02 0.000000000000000000e+00 1.860000000000000000e+02 1.109999999999999964e+01 8.848999999999998636e+02 7.078999999999999773e+02 5.600000000000000000e+01
1.360000000000000000e+02 1.620000000000000000e+02 1.260000000000000000e+02 1.720000000000000000e+02 1.000000000000000000e+01 9.230000000000000000e+02 7.640000000000000000e+02 2.800000000000000000e+01
1.551999999999999886e+02 1.839000000000000057e+02 1.431999999999999886e+02 1.938000000000000114e+02 9.199999999999999289e+00 8.796000000000000227e+02 6.985000000000000000e+02 2.800000000000000000e+01
3.050000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+02 1.960000000000000000e+02 1.000000000000000000e+01 9.590000000000000000e+02 7.050000000000000000e+02 2.800000000000000000e+01
3.340000000000000000e+02 1.760000000000000142e+01 1.580000000000000000e+02 1.890000000000000000e+02 1.530000000000000071e+01 9.670000000000000000e+02 6.330000000000000000e+02 2.800000000000000000e+01
3.970000000000000000e+02 1.719999999999999929e+01 1.580000000000000000e+02 1.670000000000000000e+02 2.079999999999999716e+01 9.670000000000000000e+02 6.330000000000000000e+02 2.800000000000000000e+01
1.738000000000000114e+02 9.340000000000000568e+01 1.599000000000000057e+02 1.723000000000000114e+02 9.699999999999999289e+00 1.007200000000000045e+03 7.466000000000000227e+02 1.000000000000000000e+02
1.590999999999999943e+02 1.867000000000000171e+02 0.000000000000000000e+00 1.755999999999999943e+02 1.130000000000000071e+01 9.896000000000000227e+02 7.888999999999999773e+02 2.800000000000000000e+01
3.378999999999999773e+02 1.889999999999999716e+02 0.000000000000000000e+00 1.749000000000000057e+02 9.500000000000000000e+00 9.447000000000000455e+02 7.557999999999999545e+02 9.100000000000000000e+01
3.899000000000000341e+02 1.889999999999999716e+02 0.000000000000000000e+00 1.459000000000000057e+02 2.200000000000000000e+01 9.447000000000000455e+02 7.557999999999999545e+02 9.100000000000000000e+01
4.250000000000000568e+02 1.062999999999999972e+02 0.000000000000000000e+00 1.514000000000000057e+02 1.860000000000000142e+01 9.360000000000000000e+02 8.037000000000001592e+02 9.100000000000000000e+01
