2.771899999999999977e+02,9.781999999999999318e+01,2.446000000000000085e+01,1.606999999999999886e+02,1.118999999999999950e+01,1.061700000000000045e+03,7.824600000000000364e+02,1.000000000000000000e+02
4.250000000000000568e+02,1.062999999999999972e+02,0.000000000000000000e+00,1.514000000000000057e+02,1.860000000000000142e+01,9.360000000000000000e+02,8.037000000000001592e+02,9.100000000000000000e+01
3.188000000000000114e+02,2.125000000000000284e+02,0.000000000000000000e+00,1.556999999999999886e+02,1.430000000000000071e+01,8.521000000000000227e+02,8.803999999999998636e+02,9.100000000000000000e+01
3.378999999999999773e+02,1.889999999999999716e+02,0.000000000000000000e+00,1.749000000000000057e+02,9.500000000000000000e+00,9.447000000000000455e+02,7.557999999999999545e+02,9.100000000000000000e+01
4.690000000000000000e+02,1.172000000000000028e+02,0.000000000000000000e+00,1.378000000000000114e+02,3.220000000000000284e+01,8.521000000000000227e+02,8.405000000000000000e+02,9.100000000000000000e+01
3.098999999999999773e+02,1.428000000000000114e+02,1.112000000000000028e+02,1.678000000000000114e+02,2.210000000000000142e+01,9.139000000000000909e+02,6.512000000000000455e+02,2.800000000000000000e+01
1.530000000000000000e+02,1.450000000000000000e+02,1.130000000000000142e+02,1.780000000000000000e+02,8.000000000000000000e+00,8.670000000000000000e+02,8.240000000000000000e+02,2.800000000000000000e+01
3.899000000000000341e+02,1.889999999999999716e+02,0.000000000000000000e+00,1.459000000000000057e+02,2.200000000000000000e+01,9.447000000000000455e+02,7.557999999999999545e+02,9.100000000000000000e+01
3.750000000000000568e+02,9.379999999999999716e+01,0.000000000000000000e+00,1.265999999999999943e+02,2.339999999999999858e+01,8.521000000000000227e+02,9.926000000000001364e+02,9.100000000000000000e+01
2.137400000000000091e+02,0.000000000000000000e+00,1.747400000000000091e+02,1.547899999999999920e+02,1.016000000000000014e+01,1.053500000000000000e+03,7.763500000000000227e+02,1.000000000000000000e+02
1.985999999999999943e+02,1.324000000000000057e+02,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,9.784000000000000909e+02,8.255000000000000000e+02,1.800000000000000000e+02
2.981999999999999886e+02,0.000000000000000000e+00,1.070000000000000142e+02,2.096999999999999886e+02,1.109999999999999964e+01,8.796000000000000227e+02,7.442000000000000455e+02,2.800000000000000000e+01
3.870000000000000000e+02,2.000000000000000000e+01,9.400000000000000000e+01,1.570000000000000000e+02,1.432000000000000028e+01,9.380000000000000000e+02,8.449999999999998863e+02,5.600000000000000000e+01
1.459000000000000057e+02,2.304999999999999716e+02,0.000000000000000000e+00,2.025000000000000000e+02,3.400000000000000355e+00,8.270000000000000000e+02,8.717999999999999545e+02,2.800000000000000000e+01
3.140000000000000000e+02,1.450000000000000000e+02,1.130000000000000142e+02,1.790000000000000000e+02,8.000000000000000000e+00,8.690000000000000000e+02,6.900000000000000000e+02,2.800000000000000000e+01
2.540000000000000284e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.980000000000000000e+02,0.000000000000000000e+00,9.680000000000000000e+02,8.630000000000000000e+02,3.649999999999999432e+02
2.182299999999999898e+02,5.464000000000000767e+01,1.237800000000000011e+02,1.407500000000000000e+02,1.191000000000000014e+01,1.075700000000000045e+03,7.926699999999999591e+02,1.000000000000000000e+02
1.985999999999999943e+02,1.324000000000000057e+02,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,9.784000000000000909e+02,8.255000000000000000e+02,3.600000000000000000e+02
2.980000000000000000e+02,1.370000000000000000e+02,1.070000000000000142e+02,2.010000000000000000e+02,5.999999999999999112e+00,8.780000000000000000e+02,6.550000000000000000e+02,2.800000000000000000e+01
